principal component 1;principal component 2;model;age;Risk
-12.41722415;1.987693226;model2;10;intermediate
-14.96489771;2.253739087;model2;10;intermediate
-7.356331088;-6.636235616;model2;10;high
-27.98741565;3.829287461;model2;10;high
-13.55488464;-5.487918266;model2;10;high
1.999716561;-8.695587826;model2;10;high
-8.393182802;-1.733237608;model2;10;high
-0.992131673;-5.424829833;model2;10;high
6.211268802;-7.798277083;model2;10;high
-3.409137396;-1.722969163;model2;10;high
-9.958147536;1.670560958;model2;10;high
1.158287813;-4.514784942;model2;10;high
4.471529934;-5.310205134;model2;10;high
-24.80018427;9.61251669;model2;10;high
-21.15150519;5.877461731;model2;10;high
44.59254918;-12.5708509;model2;10;high
68.29281384;-8.786242278;model2;10;high
31.34469569;16.58019038;model2;10;high
-11.76958191;-0.772625963;model3;17;low
-8.516680486;-2.5865841;model3;17;low
-4.46372691;-4.155999795;model3;17;low
1.431910501;-5.616059676;model3;17;low
-3.846710699;-6.060145743;model3;17;low
3.436615617;-7.604484464;model3;17;low
2.122352026;-6.33167049;model3;17;low
-7.935408844;0.290857102;model3;17;low
-1.871615315;-3.631219628;model3;17;low
-3.243373979;-2.819767776;model3;17;low
-4.428140629;-4.801456099;model3;17;low
-4.209573259;-7.531726423;model3;17;low
-0.959085513;-7.818423889;model3;17;low
-9.416183587;-3.497033688;model3;17;low
1.998204132;-7.923039973;model3;17;intermediate
3.400307602;-6.883909606;model3;17;intermediate
-5.490915688;-1.542155487;model3;17;intermediate
-10.29994335;0.796725929;model3;17;intermediate
3.905181526;-5.580187478;model3;17;intermediate
-5.66034486;-2.064624548;model3;17;intermediate
4.982271087;-7.857014611;model3;17;intermediate
-23.58448626;9.925075459;model3;17;intermediate
-8.222045653;1.569109309;model3;17;intermediate
-6.204781812;-2.187400389;model3;17;intermediate
29.52210273;-10.41430832;model3;17;intermediate
80.55116377;-14.51551449;model3;17;intermediate
51.99433548;9.327320132;model3;17;intermediate
26.69711612;24.09848691;model3;17;intermediate
1.3327651;41.3493912;model3;17;intermediate
17.59106192;27.61042037;model3;17;high
-10.26971672;18.02387194;model3;17;high
18.78295286;-8.074199309;model3;17;high
-2.44172571;1.110692624;model3;17;high
10.2294157;-3.222323138;model3;17;high
-4.478746974;4.903941608;model3;17;high
0.063199229;2.226603313;model3;17;high
-10.33157442;1.011719043;model3;17;high
17.53497878;-8.518638403;model3;17;high
-3.367360294;0.499158823;model3;17;high
-0.287830025;-0.532797279;model3;17;high
-12.44380277;6.390876462;model3;17;high
-9.871531964;4.349578023;model3;17;high
-1.068779663;-8.135135776;model3;17;high
-9.994699615;-2.886653046;model3;17;high
-12.53082111;-3.278344867;model3;17;high
23.41011188;30.74238335;model1;10;low
13.34754273;36.32229125;model1;10;low
-2.218637762;32.82319189;model1;10;low
5.26535287;0.32665389;model1;10;low
-2.385633026;-3.801634003;model1;10;low
1.962364803;-5.708986813;model1;10;low
-0.677956425;-4.015981887;model1;10;low
-3.825643779;-4.434154767;model1;10;low
-6.693775853;-3.859106625;model1;10;low
-27.27379403;11.77661407;model1;10;low
-12.56609755;-0.495273336;model1;10;low
-17.97425079;0.012207724;model1;10;low
-15.99127963;-5.037854699;model1;10;low
-10.17040872;-8.271949969;model1;10;low
-2.851553598;-9.31734623;model1;10;intermediate
-12.97650968;-3.396453833;model1;10;intermediate
-17.29040851;-0.591446609;model1;10;intermediate
-3.157867253;-6.429657472;model1;10;intermediate
-5.697612624;-5.502933142;model1;10;intermediate
-23.60460498;2.493081488;model1;10;intermediate
-22.68653065;2.103670973;model1;10;intermediate
1.009143921;-7.619358119;model1;10;intermediate
-10.31250527;-2.382552757;model1;10;intermediate
-1.69786104;-6.276611642;model1;10;intermediate
-10.32958083;-1.088729892;model1;10;intermediate
-10.97260061;-1.176469926;model1;10;intermediate
-15.326401;-2.801363458;model1;10;intermediate
-13.52499119;-4.345688521;model1;10;intermediate
-10.65634297;-9.156480404;model1;10;intermediate
-7.698290821;-8.470207831;model1;10;high
-15.35809377;-4.065873791;model1;10;high
1.16184786;-9.319612941;model1;10;high
-14.03238275;0.752968769;model1;10;high
-10.2846428;-2.125510962;model1;10;high
-5.242482172;-5.614656677;model1;10;high
-5.865201646;-4.404717724;model1;10;high
-4.73600296;-7.571701716;model1;10;high
-6.257014372;-6.382175865;model1;10;high
44.66358221;-13.15295755;model1;10;high
108.2134645;-15.35204344;model1;10;high
40.76744678;27.54136408;model1;10;high
13.83109721;43.20378515;model1;10;high
40.05960545;29.17550715;model1;10;high
18.00948351;35.45083604;model1;10;high
11.17292742;-0.541837183;model1;10;high
-22.46168452;-1.007124518;model4;10;low
-13.11324913;-6.179786384;model4;10;low
-11.8356848;-7.071098629;model4;10;low
-3.940872822;-9.297932376;model4;10;intermediate
4.129648889;-8.933324774;model4;10;intermediate
-11.27788602;0.454782027;model4;10;intermediate
-12.462154;0.991231485;model4;10;intermediate
-2.43724724;-3.577419091;model4;10;intermediate
-8.188246513;-1.335332166;model4;10;intermediate
-15.90104028;-4.38649732;model4;10;intermediate
-2.10124973;-8.690808402;model4;10;intermediate
-17.67563165;1.136631184;model4;10;intermediate
-17.29922262;-1.623578067;model4;10;intermediate
-10.82208043;-5.147887186;model4;10;intermediate
-19.14550252;0.016006709;model4;10;intermediate
-14.35497646;-8.223241911;model4;10;intermediate
-6.674854533;-8.826791779;model4;10;intermediate
-3.444347354;-8.056882349;model4;10;intermediate
-2.962063886;-6.316796433;model4;10;high
-10.13529534;-2.545770185;model4;10;high
15.46991902;-9.742444522;model4;10;high
-4.827232671;1.866897771;model4;10;high
2.788678599;-1.78375129;model4;10;high
14.814502;-5.957147791;model4;10;high
9.183127684;-1.307408314;model4;10;high
-6.814579657;4.803390702;model4;10;high
-11.93556213;7.305956235;model4;10;high
1.842579573;-0.70826837;model4;10;high
5.236097803;-6.178687524;model4;10;high
-9.794056691;-0.503211861;model4;10;high
73.28455167;-16.60241379;model4;10;high
90.4856873;-5.256962272;model4;10;high
32.62032571;31.50612125;model4;10;high
27.53500275;33.66585547;model4;10;high
44.91401768;66.25921246;model1;5;low
53.60356385;59.11917423;model1;5;low
32.38329874;41.8885691;model1;5;low
4.57532561;6.983105104;model1;5;low
-12.99196399;8.761350259;model1;5;low
-8.36009954;4.220609715;model1;5;low
-6.334336153;-3.463569482;model1;5;low
-15.6869071;-2.657551498;model1;5;low
-22.47101809;-2.036543545;model1;5;low
-1.098304773;-9.201148031;model1;5;low
-7.608390857;-4.93334511;model1;5;low
12.24225663;-9.443684172;model1;5;low
10.11089488;-4.590463985;model1;5;low
-11.53280616;8.480028505;model1;5;low
-18.43547673;10.99954591;model1;5;low
14.10503195;-3.73203911;model1;5;low
-4.37705882;2.049341178;model1;5;low
0.015997807;-3.252887142;model1;5;low
-11.42258375;3.692278581;model1;5;low
-0.225208131;-2.22935053;model1;5;low
-18.66729344;2.699643293;model1;5;low
9.403251803;-8.405373727;model1;5;low
-3.211657215;-1.886446535;model1;5;low
0.355622592;-2.913042233;model1;5;low
10.35018947;-5.170922929;model1;5;low
-2.323407609;-0.187924712;model1;5;low
22.06481359;-9.411741385;model1;5;low
-0.967411686;5.316852339;model1;5;low
-15.30244171;13.31385425;model1;5;low
-3.642645282;3.310399067;model1;5;intermediate
-3.397970014;2.579672818;model1;5;intermediate
-2.028765576;-7.41298753;model1;5;intermediate
-17.72072085;0.591050351;model1;5;intermediate
-26.13209438;6.987041918;model1;5;intermediate
1.570678703;-6.87515303;model1;5;intermediate
-18.87836215;2.843466242;model1;5;intermediate
-0.802685055;-7.635349183;model1;5;intermediate
-2.302576014;-3.51476999;model1;5;intermediate
7.795425594;-6.66684002;model1;5;intermediate
-3.622374171;-0.377886221;model1;5;intermediate
-9.369806341;1.978689705;model1;5;intermediate
-25.7238356;11.50870375;model1;5;intermediate
-3.047328461;-2.349580798;model1;5;intermediate
-14.38916484;-1.856656278;model1;5;intermediate
-15.45274207;-3.593953187;model1;5;high
-10.67619162;-5.486342915;model1;5;high
-20.00356309;-1.487341346;model1;5;high
-7.503490052;-9.179154382;model1;5;high
-21.24931246;-0.3653673;model1;5;high
0.049201962;-8.965308336;model1;5;high
6.327111776;-7.596196457;model1;5;high
5.454349988;-4.35204661;model1;5;high
-8.291658419;3.057002548;model1;5;high
-16.38363316;8.3354307;model1;5;high
-5.762417361;-0.243766452;model1;5;high
12.57547591;-8.699051634;model1;5;high
-13.93175902;4.126635234;model1;5;high
-13.57964792;2.543721822;model1;5;high
-15.5181923;4.020655563;model1;5;high
-0.274758441;-3.943659784;model1;5;high
-12.10740375;-4.264178784;model3;17;low
-19.65414663;-0.286204917;model3;17;low
-0.447671328;-10.17243403;model3;17;low
6.096864995;-8.449446553;model3;17;low
-26.62079866;12.34905305;model3;17;low
0.899197599;-2.675985505;model3;17;low
-1.591829287;0.555414648;model3;17;low
-12.45040129;4.227051926;model3;17;low
4.448008415;-6.574145011;model3;17;low
88.61660593;-18.1567936;model3;17;low
92.90814155;-0.647433849;model3;17;low
16.6291696;44.69677049;model3;17;low
16.34074246;44.7613418;model3;17;low
5.396503686;49.91368916;model3;17;low
10.40634291;22.76997884;model3;17;low
-3.727046397;-8.284286007;model3;17;low
-16.30854169;-0.791237805;model3;17;low
-9.197774893;-4.616801428;model3;17;low
3.457787853;-8.115537764;model3;17;low
-7.243582946;-1.891790457;model3;17;low
11.867648;-8.839116218;model3;17;low
8.310641356;-4.396574836;model3;17;low
0.52268812;0.040328824;model3;17;low
9.094746739;-4.231235655;model3;17;low
-5.519952882;5.878484086;model3;17;low
5.45040525;-4.50996874;model3;17;low
-6.060636664;0.548915585;model3;17;low
-13.41446946;3.781753677;model3;17;low
-6.747781914;-3.989532406;model3;17;low
16.76896863;-9.293209948;model3;17;intermediate
-17.37215332;7.643805422;model3;17;intermediate
-12.5748192;3.256841238;model3;17;intermediate
1.036867515;-1.99306035;model3;17;intermediate
-1.642271684;0.058065377;model3;17;intermediate
2.499146179;-7.147226388;model3;17;intermediate
2.363481942;-5.790164293;model3;17;intermediate
-23.78852311;11.55522958;model3;17;intermediate
3.289921242;-3.912996572;model3;17;intermediate
42.04325381;-10.46139738;model3;17;intermediate
92.96775259;-13.09664718;model3;17;intermediate
141.898239;-7.347994079;model3;17;intermediate
93.73947679;25.38515954;model3;17;intermediate
50.76035246;49.92219001;model3;17;intermediate
28.53765574;64.42282649;model3;17;intermediate
35.66388508;46.89310995;model3;17;high
3.624054839;24.87693893;model3;17;high
-17.10298277;9.224934471;model3;17;high
0.954177985;-6.200173202;model3;17;high
-11.06002049;0.454793852;model3;17;high
-6.494353025;-5.972429141;model3;17;high
-3.766218675;-5.726636438;model3;17;high
-0.20943879;-6.527136232;model3;17;high
-2.743632485;-6.159613293;model3;17;high
6.102473191;-8.59706036;model3;17;high
-1.453025832;-3.790417383;model3;17;high
3.896804538;-6.235290217;model3;17;high
1.00891574;-4.563102962;model3;17;high
-1.508275101;-2.425917811;model3;17;high
-9.561124727;-0.24620362;model3;17;high
-36.02461825;21.36145996;model3;17;high
-10.55749235;6.393347928;model4;3;intermediate
5.968579425;-8.974117557;model4;3;intermediate
-8.013868483;-3.399238437;model4;3;intermediate
-0.979927564;-4.8757826;model4;3;intermediate
2.566626961;-5.350937169;model4;3;intermediate
-18.92305579;9.016816688;model4;3;intermediate
-20.3719165;4.876558364;model4;3;intermediate
-11.26151159;-0.925247364;model4;3;intermediate
-12.95566566;-3.220100775;model4;3;intermediate
-29.31664642;-1.414873105;model4;3;intermediate
-1.625391502;-10.46229538;model4;3;high
-11.46414327;-2.124768491;model4;3;high
-2.791358067;-5.979990596;model4;3;high
-2.76152377;-4.076400862;model4;3;high
-9.571618514;-1.538302673;model4;3;high
-3.176526346;-6.841911389;model4;3;high
-9.767476419;-3.164484407;model4;3;high
-8.946574445;-4.929869224;model4;3;high
-3.360897372;-8.084186402;model4;3;high
9.207138206;-9.289371795;model4;3;high
-2.918186893;-1.532564645;model4;3;high
0.992250657;-4.402329817;model4;3;high
-5.472269586;-0.095084539;model4;3;high
55.38880263;-12.94768177;model4;3;high
81.30422789;-8.70679379;model4;3;high
50.98498287;13.38022011;model4;3;high
-0.632881253;-5.796214636;model4;2;low
-18.22322493;5.225429707;model4;2;low
13.93790348;-7.526848932;model4;2;low
12.08688399;-5.265792715;model4;2;low
1.401971;1.670629902;model4;2;low
-6.456625968;5.680136674;model4;2;low
-6.971856794;4.984726902;model4;2;low
-1.171375081;-3.072972113;model4;2;low
-2.378074544;-6.938845371;model4;2;low
2.080339102;-7.879705942;model4;2;low
-1.087672384;-5.141525175;model4;2;low
-4.649826377;-4.16084957;model4;2;low
4.10400489;-7.554915379;model4;2;low
0.578402522;-4.782621436;model4;2;low
-10.48924649;1.631400018;model4;2;low
-11.11390383;0.970920617;model4;2;low
-7.57713254;-2.08699408;model4;2;low
1.10789594;-8.030356585;model4;2;low
-19.44134845;1.281418803;model4;2;low
-9.497640181;-4.211155945;model4;2;low
-2.222509911;-6.058554995;model4;2;low
-22.5746132;5.612417179;model4;2;low
5.37283358;-8.908484876;model4;2;low
-5.965813674;-0.846668799;model4;2;intermediate
-11.80726147;1.873908138;model4;2;intermediate
17.29274826;-8.987017325;model4;2;intermediate
-5.514255651;4.728201418;model4;2;intermediate
-10.48439317;4.329296306;model4;2;intermediate
-5.434319933;1.237147967;model4;2;intermediate
78.0733257;-16.07299178;model4;2;intermediate
77.37106086;-1.780017762;model4;2;intermediate
10.37896362;39.4414483;model4;2;intermediate
0.338635475;44.63460021;model4;2;intermediate
4.525389093;42.36397775;model4;2;intermediate
15.03997878;14.08249311;model4;2;intermediate
-5.842104368;-5.602718594;model4;2;intermediate
-9.619359837;-2.267512728;model4;2;intermediate
-25.99028074;7.985977114;model4;2;intermediate
-9.908994428;-0.954533537;model4;2;high
-7.980697134;-5.589474003;model4;2;high
-13.21188466;-4.593839755;model4;2;high
-10.91282465;-4.75559231;model4;2;high
-16.86480163;-4.310323429;model4;2;high
-8.724740086;-7.933476068;model4;2;high
-11.54699695;-6.994776269;model4;2;high
-23.48986279;1.58267872;model4;2;high
-2.453026239;-8.470531864;model4;2;high
-17.35460862;0.892872191;model4;2;high
-4.912157851;-6.680281963;model4;2;high
-21.09688764;2.366580256;model4;2;high
3.134167263;-7.36587298;model4;2;high
47.71511013;-13.53099063;model4;2;high
82.47571165;-10.20536476;model4;2;high
29.38020022;24.36316389;model4;2;high
-12.11308753;-8.301659223;model4;20;low
-18.27661065;-4.278909604;model4;20;low
-13.90004567;-6.243481268;model4;20;low
-2.484275163;-9.56773077;model4;20;low
-3.395140754;-6.596994141;model4;20;low
-3.724445425;-6.042351468;model4;20;low
5.735943649;-8.281527482;model4;20;low
-5.120740315;-2.179930711;model4;20;low
-19.49798158;7.525717445;model4;20;low
-4.314384612;-1.759189608;model4;20;low
-9.024699189;0.039287147;model4;20;low
-2.355079506;-7.872541084;model4;20;low
0.204647173;-6.720403168;model4;20;low
-13.73370308;-0.371016463;model4;20;low
3.421583307;-6.893431562;model4;20;low
-1.647866239;-3.513934776;model4;20;low
-4.184284109;-3.229819474;model4;20;low
-9.07684967;-1.271489079;model4;20;low
-11.02302894;-0.523343794;model4;20;low
3.590156078;-8.684014712;model4;20;low
1.657079371;-6.863778714;model4;20;low
7.723429592;-7.079105458;model4;20;low
-3.725649614;1.324000083;model4;20;low
6.735055332;-4.726293715;model4;20;low
-17.69161977;11.35991972;model4;20;low
-17.03021972;8.166103245;model4;20;low
-4.939833349;-4.170446836;model4;20;low
5.505778446;-6.640417881;model4;20;low
-7.31126893;-1.684074366;model4;20;low
-0.386972472;-4.401966027;model4;20;low
-2.559230724;-3.920855366;model4;20;low
1.288454566;-5.808413436;model4;20;low
-19.45176187;6.293183711;model4;20;low
-0.64067793;-3.923374402;model4;20;low
-7.193116111;-0.867462162;model4;20;low
-4.406233332;-3.749649469;model4;20;low
4.511653867;-7.815248694;model4;20;low
-11.66659235;0.912216353;model4;20;low
3.17529409;-6.009224973;model4;20;low
4.996414829;-5.770634429;model4;20;low
7.969383183;-5.258791019;model4;20;low
2.038596112;-2.611790808;model4;20;low
0.885366861;-3.59597585;model4;20;low
-11.54075793;5.669014853;model4;20;low
-0.559897844;-3.01738386;model4;20;low
2.132377181;-5.941599252;model4;20;low
-7.081974581;-2.470884467;model4;20;low
-11.69221937;-1.502653299;model4;20;low
3.248976735;-7.20815916;model4;20;low
-4.067339822;-2.966778987;model4;20;low
-12.40571636;-0.56163736;model4;20;low
-6.331747728;-3.983193615;model4;20;low
1.395904052;-6.838464588;model4;20;low
-24.76152058;6.712354369;model4;20;low
-11.61681572;-1.930646608;model4;20;low
-19.01323569;2.51596394;model4;20;low
-23.40407964;1.997269781;model4;20;low
-11.42355997;-9.45553904;model4;20;low
-25.78479434;-1.293554826;model4;20;low
-25.06793861;-3.997725968;model4;20;low
1.106451926;-11.21306142;model4;20;low
-9.545955759;-2.340010043;model4;20;low
-18.28015891;0.569315697;model4;20;low
6.572585306;-7.710132972;model4;20;low
